1: 1: コロナ禍のmake you happy は名曲でした。 | Sentiment: 5 stars | Score: 0.33
477: 473: bro listen more hige dandism songs like pretender and subtitle....they are really good | Sentiment: 4 stars | Score: 0.40
478: 474: i saw this video and decided to add every single song into my (private) playlistexcept for the sh yoasobi one it just stops my playlistexcept for shintakarajima that&#39;s been in my playlist for a real while nowfav new artist i found from that vid was official髭男dism | Sentiment: 1 star | Score: 0.61
479: 475: yoasobi, kenshi yonezu, and higedan is literally the japanese music modern era goat😂 | Sentiment: 5 stars | Score: 0.46
480: 476: who is 85 | Sentiment: 1 star | Score: 0.41
481: 477: im going to pay you fucking 1000000000 milion if you start to watch tokyo ghoul, like please bro, this anime deserves more atention, i really want to see your eaction on this one, please!!!!!!!!!!!!!!!!!!!🙏🙏🙏 | Sentiment: 1 star | Score: 0.77
482: 478: 30:15言いたいことはわかるが、黄猿ではないのよ | Sentiment: 3 stars | Score: 0.28
483: 479: 88位85位66位58位の菅田将暉（suda masaki）は84位の女優さんの夫です。77位こっちのけんとのお兄ちゃんでもあります！すごい一家だ😂 | Sentiment: 5 stars | Score: 0.51
484: 480: one ok rock and kenshi yonezu my beloved of all time!and those naruto&#39;s ost sure bring back some good old day&#39;s memory | Sentiment: 5 stars | Score: 0.66
485: 481: maybe sometimes you can react ultraman or kamen rider song 😅 | Sentiment: 3 stars | Score: 0.32
486: 482: ppap was literally all of 2016 bro | Sentiment: 1 star | Score: 0.63
487: 483: suprised centimillimental wasn&#39;t on this list tbh. very great songs by him | Sentiment: 5 stars | Score: 0.38
488: 484: so the song in the number 2 spot is called yoru ni kakeru (racing into the night) and i have learned the entire song and i don’t know any japanese | Sentiment: 3 stars | Score: 0.26
489: 485: one ok rock 🤘 | Sentiment: 4 stars | Score: 0.38
490: 486: nick please do a babymetal reaction omg | Sentiment: 1 star | Score: 0.24
491: 487: ニコラスさんはアニメソングだけでなくて日本の歌謡曲(jpop)にまで聴くようになったのか🎵アニメやアニメソングは日本文化の入り口になってるみたいだね✨ | Sentiment: 5 stars | Score: 0.37
492: 488: この順位は間違ってる | Sentiment: 3 stars | Score: 0.28
493: 489: 100位以下も面白そうだな。 | Sentiment: 1 star | Score: 0.36
494: 490: ehm, actually it&#39;s american rapper reacts ☝🤓 | Sentiment: 1 star | Score: 0.39
495: 491: ピコ太郎にポカーンしてるニキに爆笑してしまったわ | Sentiment: 1 star | Score: 0.52
496: 492: japan is crazy🔥 | Sentiment: 1 star | Score: 0.36
497: 493: yes please do a babymetal reaction. they are so good! | Sentiment: 5 stars | Score: 0.60
498: 494: 26:15 that’s exactly my thought whenever i’m watching japanese content and there’s no translation | Sentiment: 1 star | Score: 0.44
499: 495: i think not knowing what it says makes it more special. once you know what it says its gonna take away from it. | Sentiment: 3 stars | Score: 0.35
500: 496: ppap forever | Sentiment: 5 stars | Score: 0.35
501: 497: huge dandism&#39;s songs are so goated 7 of them are in the list | Sentiment: 1 star | Score: 0.64
502: 498: nicholas at the beginning be like: i&#39;m happy! nicholas at the end: wtf | Sentiment: 5 stars | Score: 0.44
503: 499: the fact that idol and yoru ni kakeru just refused to appear (i&#39;m at #6 now) is kinda nuts | Sentiment: 1 star | Score: 0.36
504: 500: 28:15 holy shit that means 3 songs in top 10 | Sentiment: 5 stars | Score: 0.43
505: 501: recommending “and return to white” by isekaijoucho | Sentiment: 5 stars | Score: 0.36
506: 502: official hige dism took over the list 😭😭😭😭 | Sentiment: 1 star | Score: 0.36
507: 503: which artist appeared the most? yoasobi? | Sentiment: 1 star | Score: 0.43
508: 504: kinoko teikoku isn&#39;t in this list ..... | Sentiment: 1 star | Score: 0.47
509: my favorite japanese band nooooo 😭 | Sentiment: 5 stars | Score: 0.84
510: 505: bro actually went &quot;society&quot; 😭 | Sentiment: 1 star | Score: 0.36
511: 506: as the only back number fan i know, i am very much over the moon after every placement they have and every praise nicholas gives them. | Sentiment: 5 stars | Score: 0.58
512: 507: kirari is a bangeeeer | Sentiment: 3 stars | Score: 0.29
513: 508: the entire yoasobi song collection and kenshi yonesu will be there 😂 | Sentiment: 5 stars | Score: 0.50
514: 509: yow nick comment section got infested by japanese ahahhahaha | Sentiment: 1 star | Score: 0.60
515: 510: okay. not knowing ppap is just equal to not being on internet 😂 | Sentiment: 3 stars | Score: 0.70
516: 511: one ok rock❤” the same as “❤❤ | Sentiment: 3 stars | Score: 0.33
517: 512: i generally don&#39;t comment on stuff, but, i love your videos. one of the few people who bring something when reacting to stuff | Sentiment: 4 stars | Score: 0.41
518: 513: lemon was tied up with a drama. it was a epic drama, with the lyric, makes japanese emotional. | Sentiment: 4 stars | Score: 0.36
519: 514: my favorite japan artist :- aimyon- yorushika- official hige dandism - suda masaki- back number - vaundy | Sentiment: 5 stars | Score: 0.72
520: 515: 88 is a 💎 gem | Sentiment: 5 stars | Score: 0.25
521: 516: 4head jojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojooooooooooooooooooooooooooojo | Sentiment: 5 stars | Score: 0.25
522: 517: 10:57 gundam witch from mercury. yoasobi - blessing | Sentiment: 5 stars | Score: 0.52
523: 518: 6:10 | Sentiment: 5 stars | Score: 0.23
524: 519: other than kizaru guy they were all amazing. ado and lisa are my favorites | Sentiment: 5 stars | Score: 0.69
525: 520: tokyo drift is peak | Sentiment: 5 stars | Score: 0.34
526: 521: watching you dance is one of the best parts and shows yoru energy and sincere reaction. we love your reactions for it. you are the best! | Sentiment: 5 stars | Score: 0.88
527: 522: 0:00 100-5115:16 50-2623:41 25-1128:15 top 10 | Sentiment: 5 stars | Score: 0.81
528: 523: 個人的に1曲だけ&quot;異物&quot;がランクに載ってるのが不快だ。 | Sentiment: 1 star | Score: 0.32
529: 524: guys , guess what i have ? 😬 i have a pen 🖊 , i have a apple🍎 uh! apple-pen 🍎🖊i have a pen 🖊, i have pineapple 🍍 uh! pineapple-pen 🍍🖊apple-pen 🍎🖊, pineapple-pen🍍🖊uhapple pineapple 🍍🍎 apple 🍎 pen 🖊 dance time ! ✨🕺✨😎 👔👉✨👖👞👞 | Sentiment: 1 star | Score: 0.31
530: 525: watching this at 2x speed felt like a fever dream | Sentiment: 1 star | Score: 0.42
531: 526: bud forgot to mute eva | Sentiment: 1 star | Score: 0.34
532: 527: 8:11 maybe i can teach you how to pronounce the word, so you can sing the japanese song. because i am also doing that hehe | Sentiment: 3 stars | Score: 0.25
533: 528: the long reign of pineapple apple was ended by a lemon.fruits in japan go hard. | Sentiment: 1 star | Score: 0.34
534: 529: honestly i wasn&#39;t expecting one ok rock to be on the list, but it&#39;s great to see at least 1 on the board | Sentiment: 3 stars | Score: 0.27
535: 530: pls do a reaction of ado&#39;s cover of unravel | Sentiment: 1 star | Score: 0.42
536: 531: the entire time after entering top 10 i was like &quot;where&#39;s lemon where&#39;s lemon where&#39;s lemon&quot; and ofc it&#39;s no. 1 lmao. also chat you&#39;re mid not the song | Sentiment: 1 star | Score: 0.66
537: 532: one ok rock is the best | Sentiment: 5 stars | Score: 0.45
538: 533: i wasn&#39;t expecting tokyo drift, but i love that this one | Sentiment: 5 stars | Score: 0.42
539: 534: you must listen more yorushika song | Sentiment: 5 stars | Score: 0.24
540: 535: professional glazer holy shit | Sentiment: 1 star | Score: 0.34
541: 536: ppap wwwwwwwww | Sentiment: 1 star | Score: 0.30
542: 537: wow, i&#39;ve been into japanese music for 4 years but i added 20+ new songs to my playlist thanks to this video and nick | Sentiment: 5 stars | Score: 0.60
543: 538: 10年くらい前のバンド曲たち強過ぎるな | Sentiment: 5 stars | Score: 0.55
544: 539: these songs just make me feeel good man. this is why my playlist is full of jp songs nowadays. | Sentiment: 5 stars | Score: 0.51
545: 540: as someone who loves japanese music i&#39;m so glad you gave it all this spotlight 🙏🙏🙏 | Sentiment: 5 stars | Score: 0.70
546: 541: ピコ太郎で硬直すんの好き | Sentiment: 5 stars | Score: 0.35
547: 542: 多分 コレは世界中で聴かれた日本の曲ランキングトップ100じゃないのかな？日本だけでカウントされたら違うランキングになるだろうなぁ〜 | Sentiment: 1 star | Score: 0.34
548: 543: 新宝島が流れてきた時の実家のような安心感半端ないわ笑 | Sentiment: 3 stars | Score: 0.32
549: 544: yes! sekai no owari rpg! i absolutely love that song. i love him and his band. and his vocaloid fukase too.edit: oh. i reaply thought yoru ni kakeru would be number 1. i mean, lemon is good too. but racing into the night is just better. | Sentiment: 5 stars | Score: 0.53
550: 545: yoasobiiiiiiiiiiiiii | Sentiment: 3 stars | Score: 0.23
551: 546: このランキング見て完全に世代交代が終わったと思う中でスキマスイッチ入ってくるの嬉しすぎる | Sentiment: 5 stars | Score: 0.36
552: 547: you need to listen the songs from haku, my favorite | Sentiment: 5 stars | Score: 0.74
553: 548: this need to be updated.... | Sentiment: 1 star | Score: 0.29
554: 549: in this list, you can clearly see that there is some artist that win more than the others :- yoasobi- yunezu kenshin- ado - lisabut that ppap and tokyo drift was unexpected 😂 | Sentiment: 4 stars | Score: 0.23
555: 550: absolutely loved this video! | Sentiment: 5 stars | Score: 0.94
556: 551: 30:07 | Sentiment: 1 star | Score: 0.28
557: 552: lemon is number 2. yoasobi dominates it with a fuckton more views/listens combined. | Sentiment: 5 stars | Score: 0.40
558: 553: ifdc for me the no. 1 will always be the op of noragami &#39;kyouran hey kids&#39;. i literally fell for this song the moment i listened to it for the 1st time back in 2k19 and ever since that day it&#39;s always been my phone&#39;s ringtone. every thing about this song is perfect be it the verse, beats, instrumental, bridge, chorus. but sadly it&#39;s under rated af at least the anime is if not the song | Sentiment: 1 star | Score: 0.38
559: 554: on my instagram i have a face swap video of that pineapple pen 😂 | Sentiment: 1 star | Score: 0.39
560: 555: 23:01 im sorry are you on ecstasy? | Sentiment: 1 star | Score: 0.49
561: 556: nooo wheres colors by my goat flow!!!!!! | Sentiment: 1 star | Score: 0.51
562: 557: 34:17 it’s funny how you compare the top 100 jp songs to the top 100 american songs, get all disappointed, and becomes the reason you wanna get the fucc outta there lol, understandable 😂 | Sentiment: 5 stars | Score: 0.47
563: 558: 最近でたmrs.green appleの天国のリアクション、みてみたい！ | Sentiment: 5 stars | Score: 0.49
564: 559: its a bit sad that asian kung fu generation is not in the top 100, their songs are bangers | Sentiment: 3 stars | Score: 0.44
565: 560: the video started to sound like a certain artists speech when crossing field came on😂 | Sentiment: 1 star | Score: 0.43
566: 561: bibideba not in this list?? | Sentiment: 1 star | Score: 0.46
567: 562: 7:51 ayo | Sentiment: 1 star | Score: 0.23
568: 563: how come you don&#39;t know what ppap is kekw | Sentiment: 1 star | Score: 0.43
569: 564: 29:48 smile faded so fast 😂😂 | Sentiment: 1 star | Score: 0.41
570: 565: bro no shinunoga e wa | Sentiment: 3 stars | Score: 0.23
571: 566: 2:35 a question all us otaku ask ourselves sigh | Sentiment: 1 star | Score: 0.36
572: 567: ppap was the best brainrot in my highschool days lol, that and the duck song was peak. | Sentiment: 5 stars | Score: 0.47
573: 568: bro you gotta check out more of yorushikas songs | Sentiment: 1 star | Score: 0.23
574: 569: gto ost ?! in this economy ?! we&#39;re so blessed | Sentiment: 5 stars | Score: 0.51
575: 570: love the glaze of japan as always lol | Sentiment: 5 stars | Score: 0.69
576: 571: i actually choked when cruel angels thesis came on and a chat said &quot;this one is from 1812&quot; 😂 gtfo | Sentiment: 1 star | Score: 0.50
577: 572: no &quot;we are&quot;? 😢 | Sentiment: 1 star | Score: 0.54
578: 573: if i understand it correctly, it doesn&#39;t say the most played songs in japan, right? it says the most played japanese songs worldwide | Sentiment: 1 star | Score: 0.41
579: 574: 6:14 nice voice | Sentiment: 5 stars | Score: 0.44
580: 575: 100% understand lemon being 1st. my favourite would be beginning but one ok rock is my favourite japanese artist so that&#39;s why lol | Sentiment: 5 stars | Score: 0.33
581: 576: yes. babymetal video can be insane | Sentiment: 1 star | Score: 0.49
582: 577: yuuri was one of the first japanese artist led me into j-pop, he was too underrated. | Sentiment: 2 stars | Score: 0.40
583: 578: no little glee monster song in top 100 :(it is my favorite japanese group / band. lot of bangers in top 100 though!!! | Sentiment: 5 stars | Score: 0.43
584: 579: ufff | Sentiment: 3 stars | Score: 0.23
585: 580: still gunna drop reaction to dbs broly?i just know ya said you were liking idea of dropping movie reaction once a week so dk if plans changed or what but no worries if not was just lookin forward to you watching dbs broly lol… | Sentiment: 1 star | Score: 0.37
586: 581: アニソン以外のjpopも普及してくれたら嬉しすぎる！arigato~~~from japan! | Sentiment: 5 stars | Score: 0.52
587: 582: official hige dan dism was my entry to japanese musici love their lyrical choices and their live versions are amazing | Sentiment: 5 stars | Score: 0.70
588: 583: 85 what song? | Sentiment: 5 stars | Score: 0.25
589: 584: 34:30 take me with yall!!! | Sentiment: 5 stars | Score: 0.30
590: 585: that pineapple song is like our never going to give you up | Sentiment: 5 stars | Score: 0.46
591: 586: 30:00 omg hahahaha!!!! 😭😭💀💀i cant stop laughing!!! 💀💀💀 | Sentiment: 1 star | Score: 0.74
592: 587: please reaction one ok rock🔥🔥 | Sentiment: 3 stars | Score: 0.37
593: 588: bro i recomended you to reaction yuuri | Sentiment: 5 stars | Score: 0.52
594: 589: bro saying crossing field was released back in the 1800&#39;s had me deceased 😭🥀never a dull moment with nicholas 💯 | Sentiment: 1 star | Score: 0.40
595: 590: i am very happy as a japanese person that many people from abroad, including nicholas, have come to like japanese songs and artists.and at the same time, i was reminded of how fortunate i am to have been born japanese, to have learned and spoken japanese, and to be able to understand and enjoy the content of these wonderful songs as a matter of course.thank you for coming to like japan. this is a message of gratitude from one japanese person to nicholas.(i&#39;m sorry if the translation was incorrect.) | Sentiment: 5 stars | Score: 0.47
596: 591: eveさんの曲来たら待ってましたと言わんばかりのいい反応をしてくれるから見ちゃうんだよなぁほんとにニコラスニキの言う通り新曲を待ち焦がれています❤マジで全人類に聴いて欲しい… | Sentiment: 5 stars | Score: 0.50
597: 592: i wanna share some artists that are not on the list but wish you discover or remember back:- atarashii gakko - yuzu (made hunter x hunter ending)- make-up- jibaku shounen band | Sentiment: 3 stars | Score: 0.29
598: 593: no asian kung fu generation? :d there should be a bracket 2010 ~ 2015 ehehe | Sentiment: 1 star | Score: 0.31
599: 594: lemon by kenshi yonezu served as the ost for hit japanese mystery drama &#39;unnatural &#39; | Sentiment: 4 stars | Score: 0.30
600: 595: wtf? 80 out of 100 of these songs are in my spotify playlist. | Sentiment: 1 star | Score: 0.48
601: 596: wtf admiral kizaru!~ | Sentiment: 5 stars | Score: 0.34
602: 597: the ppap and tokyo drift disrespect will not stand | Sentiment: 1 star | Score: 0.63
603: 598: 29:51 the expression on nick&#39;s face 😂😂😂😂😂😂 | Sentiment: 1 star | Score: 0.27
604: 599: ニコラス兄貴、日本語の発音綺麗だから絶対才能あるよ〜！！いつか兄貴達に日本で会えたらいいな〜 | Sentiment: 5 stars | Score: 0.54
605: 600: im surprised assu is not here | Sentiment: 1 star | Score: 0.53
606: 601: 1990/2000/2010年代の日本のtop chartも聞いてみてくれ | Sentiment: 5 stars | Score: 0.44
607: 602: akb除外してくれｗ | Sentiment: 1 star | Score: 0.46
608: 603: 29:51 banger | Sentiment: 1 star | Score: 0.29
609: 604: 30:15 peak,i&#39;m not kidding, the legend appears on this list, kizaru!!!!!!!!🤩 | Sentiment: 5 stars | Score: 0.41
610: 605: 29:51 nicholas is literally speechless lol | Sentiment: 1 star | Score: 0.67
611: 606: when are the bleach reactions are coming out................................?????????? | Sentiment: 1 star | Score: 0.46
612: 607: this top just shows how much making a song that works on tiktok matters more than actually making a good song ,not saying all of them are bad or anything ,but to me creepy nuts has a way better song than the ones that are really popular now (they are just an example ) . | Sentiment: 5 stars | Score: 0.61
613: 608: 15:46 i just remembered they perform in our country, in front of my face, and i thought they look pretty cute as fok only to discover that they are actually very famous 🤣. | Sentiment: 5 stars | Score: 0.30
614: 609: 菅田将暉 masaki suda is one of the best friends of 米津玄師 kenshi yonezu. 菅田将暉が米津玄師を世界にひっぱりだしたと言っても過言ではない。3:36 #88 虹 rainbow🌈4:15 #85 さよならエレジー good bye elegy10:20 #66 まちがいさがし12:21 #58 灰色と青 gray &amp; blue / song with 米津玄師he married with the actress in following mv.4:35 vaundy 踊り子 odoriko dancer | Sentiment: 3 stars | Score: 0.31
615: 610: by the way, kocchino kento (who was on the rankings and also sang the opening theme for vegilante) and suda masaki (who was on several rankings )are brothers. suda masaki is one of the actors who is active in a wide range of fields. | Sentiment: 4 stars | Score: 0.37
616: 611: i think doing a reaction video on the top 100 american songs would be a great idea. i’m eagerly waiting. | Sentiment: 3 stars | Score: 0.28
617: 612: thanks to orb i heard sakanaction hehe~ | Sentiment: 1 star | Score: 0.23
618: 613: 神回👏💓 | Sentiment: 1 star | Score: 0.39
619: 614: my top 3 jp band/artist- ado- one ok rock- ringo shiina | Sentiment: 5 stars | Score: 0.80
620: 615: ピコ太郎のこと黄猿って言ってんの草すぎ | Sentiment: 1 star | Score: 0.27
621: 616: ニコラスさんのリアクションも楽しかったし黄猿には笑ったw言われてみればそう見えてくる。ランキングも日本人として楽しかったです | Sentiment: 4 stars | Score: 0.30
622: 617: the best part when at the end he started playing the &quot;top 100 american songs&quot; for comparison and felt embarrassed. | Sentiment: 4 stars | Score: 0.27
623: 618: the thumbnail is so forced and cringe it made me cry from sadness. | Sentiment: 1 star | Score: 0.54
624: 619: ppap has been viral way back 2016😆 | Sentiment: 1 star | Score: 0.76
625: 620: 29:49 it&#39;s fcking kizaru man😂 | Sentiment: 1 star | Score: 0.28
626: 621: lemonがなかったらppapにすべてを持っていかれるところだったな | Sentiment: 1 star | Score: 0.36
627: 622: i am the contributor to this ranking! thank you for watching! just a quick note: this ranking is unofficial, so please keep that in mind. | Sentiment: 5 stars | Score: 0.59
628: 623: i just had breakup on my 18th birthday thnks for this | Sentiment: 1 star | Score: 0.38
629: 624: tk should honestly hv been more | Sentiment: 3 stars | Score: 0.32
630: 625: 22:45〜the back number song has resonated with viewers with its lyrics that speak for unpopular men.the band&#39;s name also comes from the vocalist&#39;s self-deprecating experience of his former girlfriend being taken away by another band member.all their songs are about unrequited love and heartbreak. | Sentiment: 4 stars | Score: 0.24
631: 626: 08:15 me too brother.... me too | Sentiment: 5 stars | Score: 0.27
632: 627: can anyone tell me the name of the song in 78 no. | Sentiment: 1 star | Score: 0.49
633: 628: i was waiting for spiderman atsv... | Sentiment: 1 star | Score: 0.27
634: 629: where&#39;s the spiderverse reaction you promised us??? | Sentiment: 1 star | Score: 0.37
635: 630: 25:29 優里でたーーー🎉 | Sentiment: 5 stars | Score: 0.25
636: 631: insane | Sentiment: 1 star | Score: 0.45
637: 632: wow! im surprised no spyair on the list | Sentiment: 1 star | Score: 0.40
638: 633: ミスチルとかも名曲多いんだけどなぁ | Sentiment: 3 stars | Score: 0.33
639: 634: ppap衝撃すぎんのまじおもろい | Sentiment: 5 stars | Score: 0.26
640: 635: whats the number 78? | Sentiment: 1 star | Score: 0.30
641: 636: i felt so confused and nostalgic at the same time when ppap appeared. i even forgot that it was a thing lmao | Sentiment: 1 star | Score: 0.41
642: 637: is it only me or y do i always smile when i see nick happy😂 | Sentiment: 3 stars | Score: 0.25
643: 638: sad that the list only counts yt, spotify and apple music and could never include those songs (especially the older songs) that are not officially put on streaming platform. | Sentiment: 1 star | Score: 0.40
644: 639: ピコ太郎に戸惑うニコラスかわいい😊日本より海外に流行ってたな…日本は何がウケいるのかわかんなかった | Sentiment: 1 star | Score: 0.42
645: 640: ピコ太郎クソ笑った | Sentiment: 1 star | Score: 0.25
646: 641: ahaha nick really hates specialz songs, and me too 😂 | Sentiment: 1 star | Score: 0.48
647: 642: 肌の色だけが多様性ではない。日本は音楽だけ見ても個性であふれているさ。 | Sentiment: 3 stars | Score: 0.34
648: 643: lmao bro immediately went to top 100 american songs after and was just like 🙃 | Sentiment: 5 stars | Score: 0.55
649: 644: i will be waiting for your reaction to babymetal | Sentiment: 1 star | Score: 0.22
650: 645: i used to dislike listening to japanese music—until i discovered ado. since then, i’ve been captivated by her music, listening to all of her songs. she’s the only reason i started listening to japanese music. !! | Sentiment: 5 stars | Score: 0.48
651: 646: レモンが1位なのは時代と、米津玄師本人がmvに出る過程など複雑な要素が絡み合ってメディアで大きく話題を生んだ。そして1番伸びた理由はカラオケで歌いやすく、若者から年配まで多くの大衆の興味をひいたこと。 | Sentiment: 5 stars | Score: 0.44
652: 647: thank you for listening j-pop!i hope you listen j-pop more.(please listen spitz and mr. children someday) | Sentiment: 5 stars | Score: 0.32
653: 648: more content like this nic please this awesome we got good music from japan | Sentiment: 5 stars | Score: 0.69
654: 649: all of my goats were here1. ado2. minami3. aimer | Sentiment: 1 star | Score: 0.32
655: 650: この人って演歌とか聴くのかな？聴いたこと無いなら聴いてみてほしい | Sentiment: 1 star | Score: 0.38
656: 651: 日本いい音楽多すぎだろ(多分他の国もそうだけど)ニキがサカナクション好きなのめっちゃ嬉しいわ | Sentiment: 4 stars | Score: 0.35
657: 652: 33:41 agree but lemon is great too | Sentiment: 3 stars | Score: 0.32
658: 653: ニコラスニキにもっとワンオク聴いてほしい | Sentiment: 1 star | Score: 0.31
659: 654: 29:50 mann this shit made me rolling on floor of laughter🤣 never imagined to see ppap at top 5 at all! wtfff!🤣 | Sentiment: 1 star | Score: 0.80
660: 655: 10:24 machigai sagashi by masaki suda | Sentiment: 5 stars | Score: 0.31
661: 656: happy to see nicolas being into sakanaction. wanna see more of it! | Sentiment: 5 stars | Score: 0.54
662: 657: every japanese all time list that i&#39;ve seen is always lemon 1st and uchiage hanabi 2nd. not seeing uchiage hanabi at 2nd feels kinda odd tbh | Sentiment: 3 stars | Score: 0.26
663: 658: yaosobi owned the list | Sentiment: 1 star | Score: 0.27
664: 659: so many yoasobi songs o____olll | Sentiment: 1 star | Score: 0.28
665: 660: 8:07 as i saw this, one thing came through my mind, where the heck is the frieren reactions | Sentiment: 1 star | Score: 0.35
666: 661: just start learning the basic characters then slowly learn some simple words. | Sentiment: 3 stars | Score: 0.36
667: 662: lemon is a classic lol | Sentiment: 5 stars | Score: 0.46
668: 663: this is most listening japanese song all time,i used to watch this in 2020.back then ppap at first for 700mil views,and yoasobi got only 1 song on the top 100 list for &quot;yoru ni kakeru&quot; at 300mil.comepare this video and the 2020 list so much changes bro 😂. | Sentiment: 1 star | Score: 0.49
669: 664: あいみょんのmugiwaraをちゃんと聞き取っているのすごいしppapの時にkizaruで笑っているのもワンピースファンとして嬉しい | Sentiment: 4 stars | Score: 0.28
670: 665: back number has good songs. cant wait for more of your music reactions | Sentiment: 3 stars | Score: 0.38
671: 666: bakemonogatari✋🏻🗿🤚🏻 | Sentiment: 5 stars | Score: 0.31
672: 667: i&#39;m 40 songs deep and no guns? no fake asses shaking? no drugs, no purple drinks? not even satanistic imagery? wtf??? | Sentiment: 1 star | Score: 0.45
673: 668: do some reaction to one ok rock if you can nick! | Sentiment: 3 stars | Score: 0.34
674: 669: 18:52 i looked away for a second and when i watch the screen he was looking at me (the funniest sh=t) | Sentiment: 5 stars | Score: 0.28
675: 670: overreact | Sentiment: 1 star | Score: 0.38
676: 671: ピコ太郎が黄猿はワロタ | Sentiment: 1 star | Score: 0.32
677: 672: bro knows ball, one ok rock is so peak | Sentiment: 3 stars | Score: 0.39
678: 673: 海外ニキ達に是非サザンオールスターズのtsunamiを聴いて欲しい。まだまだ日本の良い音楽沢山ある | Sentiment: 4 stars | Score: 0.33
679: 674: bro got copyrighted 😭😭 | Sentiment: 1 star | Score: 0.66
680: 675: only time ive didnt skip even single second in this video up till end , everytime i wtach 100 anime songs reaction i just couldnt wait for peak resulting in skipping almost 10 to 15 songs easily but this ... this video is peak every single second is peak , you simply cant ignore even one song from this list its just that good 🔥 | Sentiment: 1 star | Score: 0.44
681: 676: piko taro has met with president donald trump. | Sentiment: 4 stars | Score: 0.33
682: 677: あんまりアニメ主題歌とか出していないから今回の動画でワンオク(one ok rock)のリアクション見れたの嬉しすぎた😭 | Sentiment: 3 stars | Score: 0.26
683: 678: ほぼyoasobi、米津玄師、髭男、ミセスが独占してるのおもろい | Sentiment: 5 stars | Score: 0.28
684: 679: from rapper to american . bro demoted himself | Sentiment: 1 star | Score: 0.56
685: 680: 7:30 he actually produced a new pjsk comm song for leo/need | Sentiment: 5 stars | Score: 0.25
686: 681: lemon is like my alarm clock tone for the longest time | Sentiment: 5 stars | Score: 0.40
687: 682: ピコ太郎の無量空処くらってるのおもろすぎる笑 | Sentiment: 1 star | Score: 0.26
688: 683: ice cream song | Sentiment: 4 stars | Score: 0.27
689: 684: i remember ppap.. it even had a mobile game💀 | Sentiment: 1 star | Score: 0.26
690: 685: next, react back number band | Sentiment: 1 star | Score: 0.27
691: 686: this video kinda makes me wanna to remake my jp playlist | Sentiment: 3 stars | Score: 0.36
692: 687: please react shota shimizu songs😊 | Sentiment: 3 stars | Score: 0.24
693: 688: ppap is goated | Sentiment: 1 star | Score: 0.54
694: 689: kizaru when he effects gear 5 sing ppap pineapple pen😂😂😂 | Sentiment: 1 star | Score: 0.44
695: 690: ppapで腹の筋繊維全部千切れた。 | Sentiment: 1 star | Score: 0.39
696: 691: 7:42this song is sung by saori hayami. i tip my hat to the range of her voice. | Sentiment: 5 stars | Score: 0.28
697: 692: なんでppapって流行ったんだろうね… | Sentiment: 1 star | Score: 0.35
698: 693: by far, sakanaction is what i would like people overseas to hear. the runner-up is kana nishino. i recommend her album called love place. her songs have helped me in my life. | Sentiment: 5 stars | Score: 0.45
699: 694: hello world,yesterday let&#39;s go | Sentiment: 1 star | Score: 0.29
700: 695: back number lets go | Sentiment: 1 star | Score: 0.48
701: 696: watching this makes me happy as a japanese, knowing how we have such good music and got people loving them even praise of japan.and then we have those meme songs like usa and ppap😂 | Sentiment: 5 stars | Score: 0.53
702: 697: 米津玄師の曲をもっと聴いてほしいです！特に『海の幽霊』は私が今まで聴いた中で1番素晴らしい曲です！！『アイネクライネ』『loser』『感電』もぜひフルで聴いてください🙏 | Sentiment: 5 stars | Score: 0.41
703: 698: 日本人しか聞いてない曲で1番高いのがback number（とあいみょん）やな。海外勢がアニソンやtiktokの曲沢山聞いてる中、ほとんど日本人だけの再生回数で27位はバケモンすぎる。これが真のj-rockだよ | Sentiment: 5 stars | Score: 0.36
704: 699: 日本の曲は詩的な歌詞が多いので気に入った曲だけでも歌詞を読んでみてはいかがでしょうか | Sentiment: 3 stars | Score: 0.43
705: 700: im so fking mad ppap meme song get no. 5 and dont have any spyair band song | Sentiment: 1 star | Score: 0.70
706: 701: 29:49 i didn&#39;t expect this song on number fifth on list 😭🤣 | Sentiment: 1 star | Score: 0.45
707: 702: 1 request lets watch crow zero its peak 😂😂😂😂 | Sentiment: 1 star | Score: 0.40
708: 703: yoasobi be like i am the list | Sentiment: 5 stars | Score: 0.29
709: 704: where is uchiagehanabi | Sentiment: 3 stars | Score: 0.23
710: 705: all these are going in my playlist | Sentiment: 5 stars | Score: 0.51
711: 706: even gen z they hearing 70, 80 , karaoke is big in japan, 90, 00 great too, some song have special moment to their youth, or seasons | Sentiment: 5 stars | Score: 0.41
712: 707: aimyon is so underrated, i find her song so calming definitely my top 1 japanese artist | Sentiment: 5 stars | Score: 0.84
713: 708: ppap made me click | Sentiment: 5 stars | Score: 0.26
714: 709: 14:39 realisation..😂 | Sentiment: 4 stars | Score: 0.25
715: 710: ここにでてきた曲を出来ることなら全てフルで聞かせたい日本語の曲はフルで聞いてこそ最高に輝く | Sentiment: 5 stars | Score: 0.60
716: 711: sakanaction, official higedan dism, let&#39;s explore these further. | Sentiment: 4 stars | Score: 0.24
717: 712: 4:21 okay, you should just stop the glaze from there , i don&#39;t wanna live in japanese society ever, never | Sentiment: 1 star | Score: 0.46
718: 713: ピコ太郎でのニキの顔がツボすぎるwwww | Sentiment: 1 star | Score: 0.36
