1: 1: ебаный пот рома жёлудь тут че забыл | Sentiment: neutral | Score: 0.0
551: 550: 9:20 yes ohne it´s exakt like this. would be more interesting to get a like to dislike ratio | Sentiment: positive | Score: 0.796
552: 551: thick of it - ksi?? | Sentiment: neutral | Score: 0.0
553: 552: surprised no nickelback people use to hate on them | Sentiment: negative | Score: -0.6124
554: 553: i never knew shakira and rihanna had a song together wtf | Sentiment: negative | Score: -0.5859
555: 554: where is ksi think of it? | Sentiment: neutral | Score: 0.0
556: 555: 17:05 defenetly last 2 generations we have right now xd | Sentiment: positive | Score: 0.5859
557: 556: 6:25 💀 | Sentiment: neutral | Score: 0.0
558: 557: 6:26 💀 | Sentiment: neutral | Score: 0.0
559: 558: where the fuck was wap bap... it has over 3.5 mio dislikes | Sentiment: negative | Score: -0.7351
560: 559: ну рома выдал | Sentiment: neutral | Score: 0.0
561: 560: why u dislike black songs | Sentiment: negative | Score: -0.3818
562: 561: wap bap robbed | Sentiment: neutral | Score: 0.0
563: 562: а как же тимати с москвой, моргенштерн со своим пососи?) | Sentiment: neutral | Score: 0.0
564: 563: i was here in chat and he was asking for suggestions and i said most hated songs and this is one of the only times a streamer has ever reacted to something i&#39;ve put in chat | Sentiment: negative | Score: -0.6697
565: 564: why is 7:55 the most replayed😭 | Sentiment: negative | Score: -0.5209
566: 565: 7rings balkan remix is the best | Sentiment: positive | Score: 0.6369
567: 566: where is &quot;despacito&quot;? | Sentiment: neutral | Score: 0.0
568: 567: so good 🤣🤣 | Sentiment: positive | Score: 0.8622
569: 568: jb’s old songs are still not really my thing but his recent albums are actually good | Sentiment: positive | Score: 0.5927
570: 569: was no one alive in 2012 in his chat bruh, howw does no one know the chick song | Sentiment: negative | Score: -0.6792
571: 570: 7 rings this sounds like a typical cringe tiktok songhow can anyone like this🤮🤢 | Sentiment: positive | Score: 0.6124
572: 571: 3 segundos de video e ja tiveram 2 musicas brasileiras. its over | Sentiment: neutral | Score: 0.0
573: 572: i know that song of 7/11 | Sentiment: neutral | Score: 0.0
574: 573: wheres wap bap by bibi | Sentiment: neutral | Score: 0.0
575: 574: 18:30 bro is onto nothing 😂 | Sentiment: positive | Score: 0.6669
576: 575: 14 years and justin bieber - baby is still the most disliked. i remember the dumbass flash games around justin bieber because how much everyone hated him 🤣🤣 | Sentiment: negative | Score: -0.659
577: 576: who is hating coco?? | Sentiment: negative | Score: -0.5661
578: 577: 4:58 the disappointment on his facefam | Sentiment: negative | Score: -0.5106
579: 578: wonder what we seen more of justin bieber or miley cyrus lmfao | Sentiment: positive | Score: 0.5423
580: 579: i got a feeling this video miscalculated by solely going off the quantity of dislikes rather than the proportion of likes to dislikes. no shit a song with 1m dislikes and 20m likes has more dislikes than a song with 200 dislikes and 100 likes. it&#39;s just that proportionally, a ratio of 1 : 20 is smaller than a ratio of 2 : 1. | Sentiment: negative | Score: -0.2427
581: 580: lmao like 20% of these were young justins songs, thats crazy | Sentiment: positive | Score: 0.6124
582: 581: whattt how is the hills by the weeknd hated ???? | Sentiment: negative | Score: -0.7319
583: 582: do most liked songs now | Sentiment: positive | Score: 0.4754
584: 583: 11:46 josh where the bass? joooshh wheres the bass!?!?!? | Sentiment: neutral | Score: 0.0
585: 584: 16:17 this guy fell from a balcony and died, i think his name is liam payne | Sentiment: negative | Score: -0.5574
586: 585: everyday saturday remix absoluter klassiker | Sentiment: neutral | Score: 0.0
587: 586: where&#39;s despacito? | Sentiment: neutral | Score: 0.0
588: 587: wie kanns sein, dass wap bap von bibisbeautypalace nich hier drin is, das müsste auf platz 4 sein | Sentiment: neutral | Score: 0.0
589: 588: rebecca black sounds like a name for a pornstar but not a singer | Sentiment: positive | Score: 0.1901
590: 589: 12:46 i love how pressed he was during the charlie puth&#39;s section. | Sentiment: positive | Score: 0.6369
591: 590: i was expecting rick roll buy anyways | Sentiment: neutral | Score: 0.0
592: 591: this video just unlocked core memories (el pollito pio and what does the fox say) | Sentiment: neutral | Score: 0.0
593: 592: most of theese songs got disliked because they disliked the artist therefor made up their minds about their songs without probably listening to it. | Sentiment: negative | Score: -0.6597
594: 593: 2:20 no goddamn way | Sentiment: positive | Score: 0.3724
595: 594: crazy that the nae nae guy killed someone with an axe | Sentiment: negative | Score: -0.8074
596: 595: jb carrying this listactually goated | Sentiment: neutral | Score: 0.0
597: 596: german reacting to justin is crazy | Sentiment: negative | Score: -0.34
598: 597: 13:13 perfect pitch guy but no personality. i cringe so much song is good but charlie is whack! | Sentiment: positive | Score: 0.5707
599: 598: 6:27 you are not the only one so don&#39;t feel lonely | Sentiment: negative | Score: -0.4144
600: 599: 1:29 4:20 13:12 14:12 17:11 18:40 | Sentiment: neutral | Score: 0.0
601: 600: now it&#39;s almost impossible to hit 6 000 000 dislikes, because they are hidden, so people think they will do nothing. justin biber can be officially claimed as the most hated singer on the planet earth ever. | Sentiment: negative | Score: -0.8016
602: 601: right title: ohnepixel reacts to justin bieber&#39;s most hated songs | Sentiment: negative | Score: -0.6697
603: 602: gamnamstyle is perfect | Sentiment: positive | Score: 0.5719
604: 603: 18:45 where to copy bro the chicken song is nearly 13 years old | Sentiment: neutral | Score: 0.0
605: 604: chalii puut | Sentiment: neutral | Score: 0.0
606: 605: i liked when he said, i used to have a crush on ariana. | Sentiment: positive | Score: 0.296
607: 606: (shitty song comes on)ohne: ohhhh its a banger | Sentiment: negative | Score: -0.5574
608: 607: they are sorting it by most dislikes on video but in reality they should be sorting it according to the ratio of likes and dislikes | Sentiment: negative | Score: -0.2135
609: 608: did bibi delete her song or was this before the song campe out? i could swear it had 2 million dislikes | Sentiment: negative | Score: -0.4404
610: 609: government dislike coco | Sentiment: negative | Score: -0.3818
611: 610: where is despacito | Sentiment: neutral | Score: 0.0
612: 611: the audio files in the chat is crazy 💀 | Sentiment: negative | Score: -0.34
613: 612: 12:46 bro i haven&#39;t even watched the movie, but i still know that its from fast and furious. | Sentiment: negative | Score: -0.7227
614: 613: 8:26 that sh*t wild af 😂🤣 | Sentiment: positive | Score: 0.7269
615: 614: idk what is it but bieber has some bangers fr | Sentiment: negative | Score: -0.0516
616: 615: more view = more dislike no shit | Sentiment: positive | Score: 0.1464
617: 616: many of the songs aren&#39;t bad, more like mediocre.it&#39;s just they were played so much every-fucking-where until you hate them. | Sentiment: negative | Score: -0.4601
618: 617: most disliked songs: aka every jb&#39;s song from his teens and early 20s. | Sentiment: negative | Score: -0.4576
619: 618: you can&#39;t hate on lady gaga | Sentiment: negative | Score: -0.5719
620: 619: anti spiral | Sentiment: negative | Score: -0.3182
621: 620: where is wap bap from bibi. it would be #2 | Sentiment: neutral | Score: 0.0
622: 621: 13:17 we all know charli pooth and transformers lol | Sentiment: positive | Score: 0.4215
623: 622: done pixel | Sentiment: neutral | Score: 0.0
624: 623: how is despacito not here??? | Sentiment: neutral | Score: 0.0
625: 624: one direction it´s actually a really good band | Sentiment: positive | Score: 0.4927
626: 625: 22:18 this video did that song dirty, cuz they should have showed jb part | Sentiment: negative | Score: -0.4404
627: 626: ohne you trippin trippin nvm | Sentiment: neutral | Score: 0.0
628: 627: 10:31 that was a forced hate my bro 💀🙏 | Sentiment: negative | Score: -0.7717
629: 628: 9:40 shittiest take so far bro. | Sentiment: negative | Score: -0.6597
630: 629: 4:01 apored jumpscare | Sentiment: neutral | Score: 0.0
631: 630: who the fck hates one direction? | Sentiment: negative | Score: -0.4404
632: 631: these people need to put on some clothes sheesh | Sentiment: neutral | Score: 0.0
633: 632: where is wap dap by bibi? it has 3,6milion dislikes | Sentiment: negative | Score: -0.4019
634: 633: my mind is still in this time i swear | Sentiment: negative | Score: -0.0516
635: 634: &quot;i just don&#39;t like this one&quot; ohne why do you think it&#39;s in the video | Sentiment: positive | Score: 0.3612
636: 635: 1:29 | Sentiment: neutral | Score: 0.0
637: 636: junge das da apo kam hat mich so gebrochen😂 | Sentiment: positive | Score: 0.4404
638: 637: best music german underground techno ! | Sentiment: positive | Score: 0.6696
639: 638: bro does everything but play cs2 | Sentiment: positive | Score: 0.4767
640: 639: full of bangers🔥🔥 | Sentiment: negative | Score: -0.5859
641: 640: i finally found k-pop19:23 psy19:59 psy...22:49 psyyy24:13 again psy | Sentiment: neutral | Score: 0.0
642: 641: thick of it 😂 | Sentiment: positive | Score: 0.4404
643: 642: lmao this is just all the justin bieber song basically | Sentiment: positive | Score: 0.5994
644: 643: i like how some of them just stun him into no commentary like 5:42 lmao | Sentiment: positive | Score: 0.4749
645: 644: salio del madrid y no hizo nada porque no pudo sin florentino y sus goles en fuera de lugar | Sentiment: negative | Score: -0.122
646: 645: does he not understand the concept that a song that is very popular will have many dislikes (in total number) too? the video is about total dislikes, not like like/dislike ratio or smth. so ofcourse a song with 500 million views is gonna be on that list somewhere. | Sentiment: negative | Score: -0.5237
647: 646: this video should be titled &quot; ohnepixel react to most disliked justin bieber and other artist&#39;s song &quot; tbh | Sentiment: negative | Score: -0.4576
648: 647: how tf, bro loved all awfull musics lol | Sentiment: positive | Score: 0.7717
649: 648: ngl ohne has some goated w takes | Sentiment: neutral | Score: 0.0
650: 649: they need to update this ksi has 2.2m dislikes | Sentiment: negative | Score: -0.4019
651: 650: bruder wie zum geier hats der allererechte apo r e d da rein geschafft | Sentiment: neutral | Score: 0.0
652: 651: 7:50 superhero tycoon ahh beat | Sentiment: neutral | Score: 0.0
653: 652: and scream and shout and let it out | Sentiment: negative | Score: -0.4019
654: 653: 90% of the songs are disliked for no reason tho lets be honest no ? :d | Sentiment: negative | Score: -0.6707
655: 654: wab bap von bibi hatte doch auch 3 mio dislikes?? | Sentiment: negative | Score: -0.4696
656: 655: hating on &quot;let it go&quot; is a war crime | Sentiment: negative | Score: -0.8934
657: 656: sometimes i can&#39;t tell if he&#39;s actually that goofy or just acting | Sentiment: neutral | Score: 0.0
658: 657: i think they should make like dislikes to likes ratio like u know it has 10 times more dislikes than likes etc | Sentiment: positive | Score: 0.6335
659: 658: nah, but the jump from 2.1m dislikes on 2nd vid to 6.2m on the 1st is hella crazy | Sentiment: negative | Score: -0.8068
660: 659: rebecca black did a boiler room set xd | Sentiment: positive | Score: 0.5859
661: 660: bro is a swiftie | Sentiment: neutral | Score: 0.0
662: 661: ohnepixel is not fan of electronic music 😢 | Sentiment: negative | Score: -0.6202
663: 662: no fucking way &quot;its everyday bro&quot; by jake paul is not in this at least top 10... | Sentiment: negative | Score: -0.1027
664: 663: blud made nothing off of this video. | Sentiment: neutral | Score: 0.0
665: 664: actually fun reaction, nice. | Sentiment: positive | Score: 0.7269
666: 665: no way he made the transformers joke again 😂 | Sentiment: positive | Score: 0.4404
667: 666: &#39;&#39;of all time&#39;&#39;8 years ago | Sentiment: neutral | Score: 0.0
668: 667: i remember parodies of these songs more than the original songs lol | Sentiment: positive | Score: 0.6557
669: 668: justin is like half of these songs💀 | Sentiment: positive | Score: 0.3612
670: 669: looking back on it, crazy how the whole world hated bieber so much they portrayed him to die in different movies and shows when he was just a kid | Sentiment: negative | Score: -0.8885
671: 670: that so good... so good... so yoo.. at 8:03 | Sentiment: positive | Score: 0.8322
672: 671: this vid reminds me some good song i heard before, that&#39;s nice❤ | Sentiment: positive | Score: 0.872
673: 672: 12:43 bro really said transformers 💀 | Sentiment: neutral | Score: 0.0
674: 673: 12:41 this is why he doesn&#39;t sing | Sentiment: neutral | Score: 0.0
675: 674: hes right its populare hate it should be rated by percentage wise | Sentiment: negative | Score: -0.1531
676: 675: based pixel, everyone hates this song bcs its popular&gt; next song omg its so bad this song | Sentiment: negative | Score: -0.8122
677: 676: i think they need to put a like/dislike ratio on the songs, and set a views filter like ＞1m views, so we can truly get which one is more hated instead of just putting random popular songs | Sentiment: positive | Score: 0.4535
678: 677: no mika - relax take it easy.. pff fake list, 15 years or so ago, you walk the street and hear 6 different people blasting that stupid song from their phone in your radius. | Sentiment: negative | Score: -0.4404
679: 678: 1:13 o carnaval desse ano foi daora | Sentiment: neutral | Score: 0.0
680: 679: 🎉🎉 | Sentiment: positive | Score: 0.6597
681: 680: bro the one he showed is legit the one that stole it if anything, the one in the video is 11 years old 😭 | Sentiment: negative | Score: -0.4767
682: 681: why the fuck is bound 2 in there like what in the banger | Sentiment: negative | Score: -0.25
683: 682: little does he know that 7 rings is the song from sound of music &quot;my favorite things&quot; of &quot;julie andrews&quot; | Sentiment: positive | Score: 0.4588
684: 683: where is wap bap by bibi. it has like 3 mio dislikes and should be like no 2edit: oh sry didn’t realize its an old video | Sentiment: neutral | Score: 0.0258
685: 684: party in the usa is a top tier song | Sentiment: positive | Score: 0.5423
686: 685: ohnepixqc omegalul | Sentiment: neutral | Score: 0.0
687: 686: looking back, i actually was a jb fan and liked &quot;baby&quot; a lot, probably had it in a playlist called &quot;best music&quot; or ill--egally downloaded the track because i liked it so much. ....impressive that the realest bunny apo r-e-d made it into a compilation like that. sad what fame does to a man... maybe in 10 years he can come back to germany after the statute of limitation has expired, for now he will chill in dubie, uae and istie, türkiye. sleeping in different apartments payed by others, promoting and advertising ponzis and pyramids, while his wife and children chill in germany on government bürgie-basis. | Sentiment: positive | Score: 0.9198
688: 687: shakira never misses… tik tok on the clock? | Sentiment: neutral | Score: 0.0
689: 688: most disliked, not most hated ohnepixel lol | Sentiment: positive | Score: 0.5655
690: 689: now playing gentron by caleb hawker | Sentiment: positive | Score: 0.2023
691: 690: man this early 2010s era of pop singers making edm songs was something else, corny as hell but also comforting 😂 | Sentiment: positive | Score: 0.6808
692: 691: i repect you ohnepixel | Sentiment: neutral | Score: 0.0
693: 692: psy + snoop dog hit me with the cringe, but gangnam style and gentleman are bangers. also, very surprised to see sia&#39;s chandelier on the list. i love that song. | Sentiment: positive | Score: 0.8621
694: 693: 17:35 stray? | Sentiment: neutral | Score: 0.0
695: 694: 2:14 jesus, how right he was. everyone called that guy &quot;russia justin bieber&quot; before xd | Sentiment: positive | Score: 0.5859
696: 695: 10yo me tought they sing n- n- n- instead of &quot;wiggle&quot; | Sentiment: neutral | Score: 0.0
697: 696: 12:44 banger. | Sentiment: neutral | Score: 0.0
698: 697: the rent is due again | Sentiment: neutral | Score: 0.0
699: 698: 8:34 ww---wwaaass?! | Sentiment: neutral | Score: 0.0
700: 699: top 100 most disliked youtube songs, from 8 years ago. great video to watch. also they didn&#39;t show the amount of likes or views, so there is absolutely zero fucking context. | Sentiment: positive | Score: 0.6915
701: 700: 17:17 el petito pio is nooooooooooooooooot i wanna ride i wanna ride bro is tweaking | Sentiment: neutral | Score: 0.0
702: 701: nearly all are bangers ohne ur tweakingggggg | Sentiment: neutral | Score: 0.0
703: 702: 6:50 most loved not most hated, this is a banger too, i get chills when listenign to it | Sentiment: positive | Score: 0.8306
704: 703: 5:37 how is this on here? it should be on the most loved songs???? banger banger banger!!!!!!!!!!!!# | Sentiment: positive | Score: 0.8085
705: 704: 12:40 charlie put in transformers | Sentiment: neutral | Score: 0.0
706: 705: how was there not &quot;i play pokemon go&quot; by misha?? | Sentiment: negative | Score: -0.3391
707: 706: you look like nico leonard | Sentiment: positive | Score: 0.3612
708: 707: bros gonna watch this in 5 years and is gonna be like the thick of it is kind of a banger | Sentiment: positive | Score: 0.3612
709: 708: i had to watch the video all the way to the end to burst into laugh from jb&#39;s baby hahaha | Sentiment: positive | Score: 0.802
710: 709: thick of it, where? | Sentiment: neutral | Score: 0.0
711: 710: ohne musictaste is on the floor | Sentiment: neutral | Score: 0.0
712: 711: where the hell is rickroll? | Sentiment: negative | Score: -0.6808
713: 712: 17:13 nothing else but the copy of song &#39;e o pintinho piu no ratinho&#39; | Sentiment: negative | Score: -0.4215
714: 713: justin bieber the most hated singer of all time :d | Sentiment: negative | Score: -0.2944
715: 714: comecinho do video já toma 2 musicas br | Sentiment: neutral | Score: 0.0
716: 715: 12:46 bro torrented the wrong movie 💀💀💀 | Sentiment: negative | Score: -0.4767
717: 716: where is wap bap | Sentiment: neutral | Score: 0.0
718: 717: rebeca black, obviously german kekw | Sentiment: neutral | Score: 0.0
719: 718: let it go being on there twice is hilarious lmao | Sentiment: positive | Score: 0.765
720: 719: 6:24 lmao you &quot;used to&quot; have a crush on her?? look at ur heart rate hahahah | Sentiment: positive | Score: 0.8343
721: 720: bro half of these songs were actually good like what | Sentiment: positive | Score: 0.6597
722: 721: the smile fading at 4:57 | Sentiment: positive | Score: 0.3612
723: 722: 8:25 she really wanted her song to be played in shanghai major 💀 | Sentiment: positive | Score: 0.34
724: 723: it&#39;s crazy how big justin bieber was when you think about it. | Sentiment: negative | Score: -0.34
725: 724: i swear snoop dogg is like that movie &quot;yes man&quot;. bro will be a part of literally anything he is asked to. has the longest resume in existence. | Sentiment: positive | Score: 0.3182
726: 725: charlie puth is a god | Sentiment: positive | Score: 0.2732
727: 726: jb dominating this list😂 | Sentiment: positive | Score: 0.1779
728: 727: bro said &quot;he hopped on the band wagon&quot; jb baby music lolwe all did | Sentiment: neutral | Score: 0.0
729: 728: why the best ones the most hated | Sentiment: negative | Score: -0.0754
730: 729: copyright deluxe | Sentiment: neutral | Score: 0.0
731: 730: ong i wanna scream n shout n let it all out frfr | Sentiment: negative | Score: -0.4019
732: 731: wap bap von bibi fehlt xd | Sentiment: positive | Score: 0.5859
733: 732: 18:40 | Sentiment: neutral | Score: 0.0
734: 733: 6:27 nuclear waste graded bone crushing creator of fortnite dementa sideeye | Sentiment: negative | Score: -0.6486
735: 734: was &#39;the hills&#39; unpopular for a few years, as it was popular recently but its an old song?? | Sentiment: positive | Score: 0.3094
736: 735: nah britney spears x will i am on there is crazy, i refuse to believe. shit&#39;s a straight banger | Sentiment: negative | Score: -0.4767
737: 736: we need a kpop compilation reaction 😂❤ | Sentiment: positive | Score: 0.7964
738: 737: party in the usa does not deserve to be here. holy banger of bangers are you good????? | Sentiment: positive | Score: 0.7622
739: 738: the &quot;get out&quot; at 18:40 lmao | Sentiment: positive | Score: 0.5994
740: 739: react to &quot;world&#39;s most degenerate streamer: upi&#39;s insane story&quot; | Sentiment: negative | Score: -0.4019
741: 740: als da apored mit photoshop kam ich packs nicht | Sentiment: neutral | Score: 0.0
742: 741: ohnepixel was not cooking at 17:17 bro was onto nothing | Sentiment: neutral | Score: 0.0
743: 742: what about bibisbeautypalace &quot;how it is (wap bap)&quot; it has 3,6mio dislikes and should be in the top10?! | Sentiment: negative | Score: -0.4574
744: 743: the bills can&#39;t be this high 💀 | Sentiment: neutral | Score: 0.0
745: 744: the hills is hated? huhhhhh | Sentiment: negative | Score: -0.6369
746: 745: this video is so out of date btw friday has over 4m dislikes | Sentiment: negative | Score: -0.4019
747: 746: things we&#39;ve found out in this video:-ohne is an npc | Sentiment: neutral | Score: 0.0
748: 747: this video got copyrighted immediately | Sentiment: neutral | Score: 0.0
749: 748: rebecca black is the og hate farmer | Sentiment: negative | Score: -0.5719
750: 749: bro thinks he&#39;s timbaland 11:30 | Sentiment: neutral | Score: 0.0
751: 750: i was thinking it gonna be taylor swift music list | Sentiment: positive | Score: 0.2023
752: 751: you know what he did after this | Sentiment: neutral | Score: 0.0
753: 752: 8 year old video is crazy | Sentiment: negative | Score: -0.34
754: 753: ma drilla gang👇 | Sentiment: neutral | Score: 0.0
755: 754: hurt me papi | Sentiment: negative | Score: -0.5267
756: 755: best stramerrr | Sentiment: positive | Score: 0.6369
757: 756: yello | Sentiment: neutral | Score: 0.0
758: 757: fart | Sentiment: neutral | Score: 0.0
759: 758: ohne is my rejuicer | Sentiment: neutral | Score: 0.0
760: 759: ❤ | Sentiment: positive | Score: 0.6369
761: 760: 33 seconds and i am first viewer , bro fell off | Sentiment: neutral | Score: 0.0
762: 761: 1 view in 43 seconds bro fell off | Sentiment: neutral | Score: 0.0
