1: 1: コロナ禍のmake you happy は名曲でした。 | Sentiment: None
594: 589: bro saying crossing field was released back in the 1800&#39;s had me deceased 😭🥀never a dull moment with nicholas 💯 | Sentiment: negative
595: 590: i am very happy as a japanese person that many people from abroad, including nicholas, have come to like japanese songs and artists.and at the same time, i was reminded of how fortunate i am to have been born japanese, to have learned and spoken japanese, and to be able to understand and enjoy the content of these wonderful songs as a matter of course.thank you for coming to like japan. this is a message of gratitude from one japanese person to nicholas.(i&#39;m sorry if the translation was incorrect.) | Sentiment: None
596: 591: eveさんの曲来たら待ってましたと言わんばかりのいい反応をしてくれるから見ちゃうんだよなぁほんとにニコラスニキの言う通り新曲を待ち焦がれています❤マジで全人類に聴いて欲しい… | Sentiment: negative
597: 592: i wanna share some artists that are not on the list but wish you discover or remember back:- atarashii gakko - yuzu (made hunter x hunter ending)- make-up- jibaku shounen band | Sentiment: positive
598: 593: no asian kung fu generation? :d there should be a bracket 2010 ~ 2015 ehehe | Sentiment: None
599: 594: lemon by kenshi yonezu served as the ost for hit japanese mystery drama &#39;unnatural &#39; | Sentiment: None
600: 595: wtf? 80 out of 100 of these songs are in my spotify playlist. | Sentiment: None
601: 596: wtf admiral kizaru!~ | Sentiment: negative
602: 597: the ppap and tokyo drift disrespect will not stand | Sentiment: positive
603: 598: 29:51 the expression on nick&#39;s face 😂😂😂😂😂😂 | Sentiment: positive
604: 599: ニコラス兄貴、日本語の発音綺麗だから絶対才能あるよ〜！！いつか兄貴達に日本で会えたらいいな〜 | Sentiment: negative
605: 600: im surprised assu is not here | Sentiment: positive
606: 601: 1990/2000/2010年代の日本のtop chartも聞いてみてくれ | Sentiment: None
607: 602: akb除外してくれｗ | Sentiment: negative
608: 603: 29:51 banger | Sentiment: None
609: 604: 30:15 peak,i&#39;m not kidding, the legend appears on this list, kizaru!!!!!!!!🤩 | Sentiment: None
610: 605: 29:51 nicholas is literally speechless lol | Sentiment: None
611: 606: when are the bleach reactions are coming out................................?????????? | Sentiment: negative
612: 607: this top just shows how much making a song that works on tiktok matters more than actually making a good song ,not saying all of them are bad or anything ,but to me creepy nuts has a way better song than the ones that are really popular now (they are just an example ) . | Sentiment: positive
613: 608: 15:46 i just remembered they perform in our country, in front of my face, and i thought they look pretty cute as fok only to discover that they are actually very famous 🤣. | Sentiment: negative
614: 609: 菅田将暉 masaki suda is one of the best friends of 米津玄師 kenshi yonezu. 菅田将暉が米津玄師を世界にひっぱりだしたと言っても過言ではない。3:36 #88 虹 rainbow🌈4:15 #85 さよならエレジー good bye elegy10:20 #66 まちがいさがし12:21 #58 灰色と青 gray &amp; blue / song with 米津玄師he married with the actress in following mv.4:35 vaundy 踊り子 odoriko dancer | Sentiment: None
615: 610: by the way, kocchino kento (who was on the rankings and also sang the opening theme for vegilante) and suda masaki (who was on several rankings )are brothers. suda masaki is one of the actors who is active in a wide range of fields. | Sentiment: negative
616: 611: i think doing a reaction video on the top 100 american songs would be a great idea. i’m eagerly waiting. | Sentiment: None
617: 612: thanks to orb i heard sakanaction hehe~ | Sentiment: None
618: 613: 神回👏💓 | Sentiment: negative
619: 614: my top 3 jp band/artist- ado- one ok rock- ringo shiina | Sentiment: None
620: 615: ピコ太郎のこと黄猿って言ってんの草すぎ | Sentiment: negative
621: 616: ニコラスさんのリアクションも楽しかったし黄猿には笑ったw言われてみればそう見えてくる。ランキングも日本人として楽しかったです | Sentiment: negative
622: 617: the best part when at the end he started playing the &quot;top 100 american songs&quot; for comparison and felt embarrassed. | Sentiment: None
623: 618: the thumbnail is so forced and cringe it made me cry from sadness. | Sentiment: None
624: 619: ppap has been viral way back 2016😆 | Sentiment: None
625: 620: 29:49 it&#39;s fcking kizaru man😂 | Sentiment: negative
626: 621: lemonがなかったらppapにすべてを持っていかれるところだったな | Sentiment: negative
627: 622: i am the contributor to this ranking! thank you for watching! just a quick note: this ranking is unofficial, so please keep that in mind. | Sentiment: None
628: 623: i just had breakup on my 18th birthday thnks for this | Sentiment: negative
629: 624: tk should honestly hv been more | Sentiment: negative
630: 625: 22:45〜the back number song has resonated with viewers with its lyrics that speak for unpopular men.the band&#39;s name also comes from the vocalist&#39;s self-deprecating experience of his former girlfriend being taken away by another band member.all their songs are about unrequited love and heartbreak. | Sentiment: None
631: 626: 08:15 me too brother.... me too | Sentiment: None
632: 627: can anyone tell me the name of the song in 78 no. | Sentiment: None
633: 628: i was waiting for spiderman atsv... | Sentiment: None
634: 629: where&#39;s the spiderverse reaction you promised us??? | Sentiment: None
635: 630: 25:29 優里でたーーー🎉 | Sentiment: None
636: 631: insane | Sentiment: negative
637: 632: wow! im surprised no spyair on the list | Sentiment: None
638: 633: ミスチルとかも名曲多いんだけどなぁ | Sentiment: negative
639: 634: ppap衝撃すぎんのまじおもろい | Sentiment: negative
640: 635: whats the number 78? | Sentiment: positive
641: 636: i felt so confused and nostalgic at the same time when ppap appeared. i even forgot that it was a thing lmao | Sentiment: positive
642: 637: is it only me or y do i always smile when i see nick happy😂 | Sentiment: None
643: 638: sad that the list only counts yt, spotify and apple music and could never include those songs (especially the older songs) that are not officially put on streaming platform. | Sentiment: positive
644: 639: ピコ太郎に戸惑うニコラスかわいい😊日本より海外に流行ってたな…日本は何がウケいるのかわかんなかった | Sentiment: negative
645: 640: ピコ太郎クソ笑った | Sentiment: negative
646: 641: ahaha nick really hates specialz songs, and me too 😂 | Sentiment: None
647: 642: 肌の色だけが多様性ではない。日本は音楽だけ見ても個性であふれているさ。 | Sentiment: negative
648: 643: lmao bro immediately went to top 100 american songs after and was just like 🙃 | Sentiment: None
649: 644: i will be waiting for your reaction to babymetal | Sentiment: negative
650: 645: i used to dislike listening to japanese music—until i discovered ado. since then, i’ve been captivated by her music, listening to all of her songs. she’s the only reason i started listening to japanese music. !! | Sentiment: None
651: 646: レモンが1位なのは時代と、米津玄師本人がmvに出る過程など複雑な要素が絡み合ってメディアで大きく話題を生んだ。そして1番伸びた理由はカラオケで歌いやすく、若者から年配まで多くの大衆の興味をひいたこと。 | Sentiment: negative
652: 647: thank you for listening j-pop!i hope you listen j-pop more.(please listen spitz and mr. children someday) | Sentiment: None
653: 648: more content like this nic please this awesome we got good music from japan | Sentiment: positive
654: 649: all of my goats were here1. ado2. minami3. aimer | Sentiment: None
655: 650: この人って演歌とか聴くのかな？聴いたこと無いなら聴いてみてほしい | Sentiment: None
656: 651: 日本いい音楽多すぎだろ(多分他の国もそうだけど)ニキがサカナクション好きなのめっちゃ嬉しいわ | Sentiment: negative
657: 652: 33:41 agree but lemon is great too | Sentiment: None
658: 653: ニコラスニキにもっとワンオク聴いてほしい | Sentiment: negative
659: 654: 29:50 mann this shit made me rolling on floor of laughter🤣 never imagined to see ppap at top 5 at all! wtfff!🤣 | Sentiment: None
660: 655: 10:24 machigai sagashi by masaki suda | Sentiment: negative
661: 656: happy to see nicolas being into sakanaction. wanna see more of it! | Sentiment: None
662: 657: every japanese all time list that i&#39;ve seen is always lemon 1st and uchiage hanabi 2nd. not seeing uchiage hanabi at 2nd feels kinda odd tbh | Sentiment: None
663: 658: yaosobi owned the list | Sentiment: None
664: 659: so many yoasobi songs o____olll | Sentiment: None
665: 660: 8:07 as i saw this, one thing came through my mind, where the heck is the frieren reactions | Sentiment: None
666: 661: just start learning the basic characters then slowly learn some simple words. | Sentiment: positive
667: 662: lemon is a classic lol | Sentiment: None
668: 663: this is most listening japanese song all time,i used to watch this in 2020.back then ppap at first for 700mil views,and yoasobi got only 1 song on the top 100 list for &quot;yoru ni kakeru&quot; at 300mil.comepare this video and the 2020 list so much changes bro 😂. | Sentiment: None
669: 664: あいみょんのmugiwaraをちゃんと聞き取っているのすごいしppapの時にkizaruで笑っているのもワンピースファンとして嬉しい | Sentiment: negative
670: 665: back number has good songs. cant wait for more of your music reactions | Sentiment: positive
671: 666: bakemonogatari✋🏻🗿🤚🏻 | Sentiment: negative
672: 667: i&#39;m 40 songs deep and no guns? no fake asses shaking? no drugs, no purple drinks? not even satanistic imagery? wtf??? | Sentiment: None
673: 668: do some reaction to one ok rock if you can nick! | Sentiment: None
674: 669: 18:52 i looked away for a second and when i watch the screen he was looking at me (the funniest sh=t) | Sentiment: None
675: 670: overreact | Sentiment: negative
676: 671: ピコ太郎が黄猿はワロタ | Sentiment: negative
677: 672: bro knows ball, one ok rock is so peak | Sentiment: positive
678: 673: 海外ニキ達に是非サザンオールスターズのtsunamiを聴いて欲しい。まだまだ日本の良い音楽沢山ある | Sentiment: negative
679: 674: bro got copyrighted 😭😭 | Sentiment: negative
680: 675: only time ive didnt skip even single second in this video up till end , everytime i wtach 100 anime songs reaction i just couldnt wait for peak resulting in skipping almost 10 to 15 songs easily but this ... this video is peak every single second is peak , you simply cant ignore even one song from this list its just that good 🔥 | Sentiment: None
681: 676: piko taro has met with president donald trump. | Sentiment: positive
682: 677: あんまりアニメ主題歌とか出していないから今回の動画でワンオク(one ok rock)のリアクション見れたの嬉しすぎた😭 | Sentiment: positive
683: 678: ほぼyoasobi、米津玄師、髭男、ミセスが独占してるのおもろい | Sentiment: negative
684: 679: from rapper to american . bro demoted himself | Sentiment: negative
685: 680: 7:30 he actually produced a new pjsk comm song for leo/need | Sentiment: None
686: 681: lemon is like my alarm clock tone for the longest time | Sentiment: positive
687: 682: ピコ太郎の無量空処くらってるのおもろすぎる笑 | Sentiment: negative
688: 683: ice cream song | Sentiment: positive
689: 684: i remember ppap.. it even had a mobile game💀 | Sentiment: None
690: 685: next, react back number band | Sentiment: negative
691: 686: this video kinda makes me wanna to remake my jp playlist | Sentiment: negative
692: 687: please react shota shimizu songs😊 | Sentiment: negative
693: 688: ppap is goated | Sentiment: None
694: 689: kizaru when he effects gear 5 sing ppap pineapple pen😂😂😂 | Sentiment: None
695: 690: ppapで腹の筋繊維全部千切れた。 | Sentiment: negative
696: 691: 7:42this song is sung by saori hayami. i tip my hat to the range of her voice. | Sentiment: None
697: 692: なんでppapって流行ったんだろうね… | Sentiment: negative
698: 693: by far, sakanaction is what i would like people overseas to hear. the runner-up is kana nishino. i recommend her album called love place. her songs have helped me in my life. | Sentiment: positive
699: 694: hello world,yesterday let&#39;s go | Sentiment: None
700: 695: back number lets go | Sentiment: negative
701: 696: watching this makes me happy as a japanese, knowing how we have such good music and got people loving them even praise of japan.and then we have those meme songs like usa and ppap😂 | Sentiment: positive
702: 697: 米津玄師の曲をもっと聴いてほしいです！特に『海の幽霊』は私が今まで聴いた中で1番素晴らしい曲です！！『アイネクライネ』『loser』『感電』もぜひフルで聴いてください🙏 | Sentiment: negative
703: 698: 日本人しか聞いてない曲で1番高いのがback number（とあいみょん）やな。海外勢がアニソンやtiktokの曲沢山聞いてる中、ほとんど日本人だけの再生回数で27位はバケモンすぎる。これが真のj-rockだよ | Sentiment: positive
704: 699: 日本の曲は詩的な歌詞が多いので気に入った曲だけでも歌詞を読んでみてはいかがでしょうか | Sentiment: negative
705: 700: im so fking mad ppap meme song get no. 5 and dont have any spyair band song | Sentiment: None
706: 701: 29:49 i didn&#39;t expect this song on number fifth on list 😭🤣 | Sentiment: positive
707: 702: 1 request lets watch crow zero its peak 😂😂😂😂 | Sentiment: None
708: 703: yoasobi be like i am the list | Sentiment: positive
709: 704: where is uchiagehanabi | Sentiment: None
710: 705: all these are going in my playlist | Sentiment: negative
711: 706: even gen z they hearing 70, 80 , karaoke is big in japan, 90, 00 great too, some song have special moment to their youth, or seasons | Sentiment: None
712: 707: aimyon is so underrated, i find her song so calming definitely my top 1 japanese artist | Sentiment: None
713: 708: ppap made me click | Sentiment: negative
714: 709: 14:39 realisation..😂 | Sentiment: None
715: 710: ここにでてきた曲を出来ることなら全てフルで聞かせたい日本語の曲はフルで聞いてこそ最高に輝く | Sentiment: None
716: 711: sakanaction, official higedan dism, let&#39;s explore these further. | Sentiment: None
717: 712: 4:21 okay, you should just stop the glaze from there , i don&#39;t wanna live in japanese society ever, never | Sentiment: negative
718: 713: ピコ太郎でのニキの顔がツボすぎるwwww | Sentiment: negative
719: 714: yorushika lets gooooo 9:52 | Sentiment: negative
720: 715: 6:47 i still hear my online nickname 🔥(kierek kierek down... yk) | Sentiment: None
721: 716: 29:48 i remember this being everywhere when i was in school ....can&#39;t believe this was from japan | Sentiment: negative
722: 717: weird seeing so many random songs i&#39;ve found on spotify in the top 100 | Sentiment: None
723: 718: ppapでフリーズするのはまぁその…わかるよジャンルとか違うけどそのうち古い楽曲とか演歌聞いてほしいなぁ | Sentiment: negative
724: 719: just realized nicks never reacted to yorushika | Sentiment: negative
725: 720: nick has returned to his peak! | Sentiment: negative
726: 721: my top favorite japanese music:- yoasobi- mami kawada- bish- yousei teikoku- uverworld - tk- egoist- fripside- ado- konomi suzuki- kenshi yonezu- lisa- reona- minami- myth &amp; road- garnidellia- band-maid- hanabi- man with a mission- fear and loathing in las vegas- kotoko- gackt- the gazette- galnerius- x-japan- higuchi-ai- coldrain- one ok rock- sid- flow.- mili- mauy maeshima- nonoc- zaq- aimer- waggakki band- kokia- kanako itou- junna- spyre- the oral cigarette- imperial circus decade decadence | Sentiment: None
727: 722: 思ってたより日本の曲いっぱい知ってくれててうれしいです！！ | Sentiment: negative
728: 723: the top 10 is sucks.80〜90 or 11〜20 is better | Sentiment: None
729: 724: 39 iconic fucking tokyo ghoul opening will forevrr be in my heart idgaf😭 | Sentiment: negative
730: 725: bro where the hell are the one piece opening at | Sentiment: None
731: 726: 25:09 that my ringtone | Sentiment: negative
732: 727: what we&#39;re all here for 29:48 | Sentiment: positive
733: 728: finally, japanese youtube has started infiltrating english-speaking reaction youtube.it’s now only a matter of time before someone comes across yoyoyo-chan’s covers now! ✌️(yes, i would volunteer to help write a little cheat sheet for the japanese to help anyone reacting to her stuff) | Sentiment: None
734: 729: 無量空処喰らってて草 | Sentiment: negative
735: 730: i have most of these songs in my playlists already, i feel proud 😂 | Sentiment: None
736: 731: 間違いなく世界で一番の音楽大国です😊 | Sentiment: negative
737: 732: mrs. green appleの新曲 『天国』をチェックしてみて下さい！かなりの衝撃です！ | Sentiment: negative
738: 733: i was confident pretenders by higedan would at least be top 3 but i&#39;d take 6th. | Sentiment: None
739: 734: until ppap 😧😧?? | Sentiment: negative
740: 735: 29:47 his face😂😂😂😂😂😂😂😂 | Sentiment: None
741: 736: 31:23 &quot;i&#39;m not a meme guy. i hate memes.&quot;nick... you are a meme. | Sentiment: positive
742: 737: youtubeやspotifyなどの台頭と、アニメが市民権得たことで最近のアニメ主題歌が多くランクインしてるけど、一昔前のドラマの主題歌とかもいい曲が多いんだよなぁ…日本のドラマまで紹介するの難しいけど… | Sentiment: negative
743: 738: мы все уже заранее знаем что в топ 1 будет lemon от кенши ёнезу | Sentiment: negative
744: 739: kizaru in number five is crazy | Sentiment: negative
745: 740: please keep reacting to boruto skip whatever you want | Sentiment: negative
746: 741: no 5 is unbelievable 😂🤣 | Sentiment: None
747: 742: one ok rockのこと知ってたのか！好きだからこそリアクションしてないのかな、きっと。やっぱりニックいい人だ | Sentiment: positive
748: 743: it&#39;s never too late nick. you can learn japanese if you want. | Sentiment: None
749: 744: 98 i didn&#39;t know that song was japanese 😂 | Sentiment: positive
750: 745: this is the real top 100 japanese songs！！but mrs. green apple “soranji”is good！！ | Sentiment: None
751: 746: kanashii ureshii not being on the list is criminal ngl | Sentiment: positive
752: 747: masaki suda is a private friend of creepy nuts and has released song with them.kocchi no kento is masaki suda&#39;s younger brother, which was discovered after the song exploded.by the way, when i went to a certain high school for club activities, there was a student who had a ridiculously strong aura.he was later called masaki suda. | Sentiment: None
753: 748: w for back number | Sentiment: negative
754: 749: i can read japanese now yehey!! i was reading the song names and conveniently was able to search them thanks to my studying. | Sentiment: negative
755: 750: damn, bro&#39;s not a rapper anymore, he&#39;s american 😔 | Sentiment: None
756: 751: これでも動画で紹介された曲は氷山の一角だから、もっといろんな曲聴いてほしいね❤ | Sentiment: negative
757: 752: uverworld,サカナクション,unison square garden,sekai no owari,one ok rock,zaqおすすめきいてほしい！ | Sentiment: positive
758: 753: kenshi yonezu, aimyon, official hige dandism, yuuri, sekai no owari, yuika, rokudenashi, yoasobi, yorushika are my favorite artists in the list. | Sentiment: None
759: my 10 most favorite are | Sentiment: negative
760: 1. marigold - aimyon (one of my favorite japanese song of all time. nothing can beat this) | Sentiment: None
761: 2. eine kleine - kenshi yonezu (my most favorite kenshi song. i was blown away how talent he is) | Sentiment: None
762: 3. pretender - official hige dandism (my most favorite higedan song, still play until now) | Sentiment: positive
763: 4. betelegeous - yuuri (best yuuri song. the first take version also very good) | Sentiment: positive
764: 5. neko - dish// (one of the best song on the first take) | Sentiment: None
765: 6. ano yume wo nazzote - yoasobi (recently my favorite yoasobi song) | Sentiment: negative
766: 7. cry baby - official hige dandism (my second most favorite higedan song) | Sentiment: negative
767: 8. crying for a rain - minami (one of the best op) | Sentiment: None
768: 9. uchiage hanabi - daoko x kenshi yonezu (one of the best anime movie song of all time, what a collaboration) | Sentiment: None
769: 10. hakujitsu - king gnu (the first king gnu song that i ever heard, and this is banger) | Sentiment: positive
770: 754: you should listening to the full song on this list that you never heard before. | Sentiment: None
771: 755: back number has more good music | Sentiment: positive
772: 756: 5位で笑った | Sentiment: negative
773: 757: bro how tf you don&#39;t know about ppap | Sentiment: None
774: 758: yui聴いて欲しいなぁ | Sentiment: negative
775: 759: waiting for spiderman | Sentiment: None
776: 760: ピコ太郎懐かしい | Sentiment: negative
777: 761: i&#39;m actually surprised i know/can sing (badly) almost all of these song except around 10 of them that i haven&#39;t heard before. | Sentiment: negative
778: 762: ニコラス兄貴には、the blue hearts聴いて欲しいな～。 | Sentiment: None
779: 763: 33:43 it’s the opening to a very popular reality tv series that’s popular in a crap ton of asian countries if i remember correctly. | Sentiment: None
780: 764: thanks nick for reacting to this based music video, my senses and music taste are again turning to japanese mode thanks to this 😭❤ time for peak vibe ✅ peak beats ✅ language understanding ❌ 😭 | Sentiment: None
781: 765: 4位の曲聞いたことあるけど何これ | Sentiment: negative
782: 766: please give me your reactions to babymetal from me to u and ratatata 🙏 | Sentiment: None
783: 767: he&#39;s having the time of his life | Sentiment: None
784: 768: 29:48 kizaru is here | Sentiment: None
785: 769: this is my list from now on 😊 | Sentiment: None
786: 770: ピコ太郎(ppap)が安倍さんとトランプさんと3ショット撮っていたの思い出して懐かしくなったわ | Sentiment: negative
787: 771: 29:18 wow the lackluster reception to this movie couldn’t stop the song from reaching number frickin 7. | Sentiment: negative
788: 772: ピコ太郎で思考止まってんのほんとおもろい | Sentiment: negative
789: 773: ppapのリアクションに大爆笑しましたwwwww | Sentiment: negative
790: 774: this list is bullshit, misamo - do not touch has 118 million views, wtf | Sentiment: None
791: 775: pikotaro and kizaru there is no sense of incongruity when putting them together.because uncle ppap and kizaru look so much alike | Sentiment: None
792: 776: one piece ost sucksbut the best cartoon of the year😅 | Sentiment: None
793: 777: 近年日本でもkpop系のアイドルが量産されているけどこう見るとやっぱ全然聞かれていないなランクインしたのniziuくらいか逆に韓国のtop100がどれだけkpopアイドルで埋めつくされるのかちょっと興味ある | Sentiment: negative
794: 778: nicholas! watch &#39;legend of the galactic heroes&#39; (the old 1988 version). it’s one of the most legendary pieces of media ever made. if you enjoy anime like death note, code geass, or aot, you will love it. imagine lelouch vs. l in space! you have to watch it; it’s an experience! | Sentiment: None
795: 779: 邦楽聴いて笑顔になってるニコラスを見るのが日課になってる!ｗ | Sentiment: negative
796: 780: meanwhile in the west... | Sentiment: negative
797: 781: fake rankings | Sentiment: positive
798: 782: ニコラス兄貴ほんと表情筋豊かすぎる | Sentiment: negative
799: 783: 28:47 big n just broke | Sentiment: None
800: 784: i can&#39;t believe i recognised all the songs in the list, maybe i need to go touch some grass 😅 | Sentiment: None
801: 785: 菅田将暉とこっちのけんとは兄弟です！ | Sentiment: negative
802: 786: react sheena ringo instict and ado cover | Sentiment: None
803: 787: pineapple pen and tokyo drift lol | Sentiment: None
804: 788: lemonは日本人に染みるんだよねアンナチュラル（日本で一大ブームになったドラマ・アンナチュラル）でこの曲が流れるタイミングが完璧だった😢 | Sentiment: negative
805: 789: 30:27 why kizaru is here😭 | Sentiment: None
806: 790: ニックさん楽しいリアクションありがとう！これからもj-popをよろしく頼みます！ | Sentiment: negative
807: 791: いつかでいいから日本語を理解してもう一度聞いてみてほしい。翻訳したらは直訳されるけど日本語で歌詞をみたらまた感動すると思う | Sentiment: negative
808: 792: this was a fun video. just matching the songs i love from certain anime’s with the singers actual faces was great! | Sentiment: positive
809: 793: bring more bleach reactions if you want :d | Sentiment: None
810: 794: i love ppap death note version. ryuk is funny as hell | Sentiment: positive
811: 795: 26:36 ranked 17th like her age when she debuted with this song | Sentiment: positive
812: 796: here before it gets copyrighted! (i hope it doesnt i love this video) | Sentiment: positive
813: 797: awesome | Sentiment: negative
814: 798: had to add some of these songs to my playlist asap | Sentiment: None
815: 799: 10〜20年前くらいのランキングも聴いてほしいな〜 | Sentiment: negative
816: 800: 兄弟、僕も好きじゃないよppap | Sentiment: positive
817: 801: you&#39;ll be the next youtuber moving to japan | Sentiment: negative
818: 802: there once battle of fruits for the top 1 songs between lemon and pineapple (ppap), sometimes one beat others🤣 | Sentiment: None
819: 803: 日本の音楽を愛してくれてありがとうございます。 | Sentiment: negative
820: 804: one ok rock !!!. hope nick react more oor | Sentiment: positive
821: 805: &quot;them, yoasobi, they own this list man&quot; | Sentiment: negative
822: *ppap appears* | Sentiment: negative
823: 806: eugh pine apple pen | Sentiment: negative
824: 807: back number is so goated. | Sentiment: positive
825: 808: bro i wish i can meet you when you come to japan:) | Sentiment: negative
826: 809: ppap was peak back in school in 2016 | Sentiment: negative
827: 810: currently mrs green apple is the best band in japan | Sentiment: negative
828: 811: when kenshi yonezu creates songs for anime, i think he makes the melodies more catchy so that they’re easier for people outside japan to accept. “lemon” has a melody and lyrics that go very well, and i feel it reflects a sensibility that is closer to that of japanese people. | Sentiment: None
829: 812: こういう動画待ってた! | Sentiment: negative
830: 813: mashle op being top 10 after only 1 year | Sentiment: None
831: 814: 30:15 黄猿 | Sentiment: None
832: 815: my top 10 jp bands/artists:1. bump of chicken2. one ok rock3. utada hikaru4. mrs. green apple5. miho komatsu6. flow7. official hige dandism8. sweet arms9. ikimonogakari10. babymetal | Sentiment: positive
833: 816: wishing any of my current songs or future songs can be in there oneday | Sentiment: negative
834: 817: 20:47 that is indeed natori! would genuinely love to see you check out all his full songs on his channel 😂 pretty much every single one is an absolute bop and they all hit in very different ways (especially if you watch the pvs!) | Sentiment: None
835: 818: 急なppapに混乱してるの面白すぎる | Sentiment: negative
836: 819: 15:43 49 and we got the first idol song. really hope the top 50 isn’t dominated by idols.coming back to say it wasn’t. thank you japan for not being totally idol pilled. | Sentiment: negative
837: 820: no.88,85,66 masaki suda is no.77 kochino kento’s brother! | Sentiment: None
838: 821: 13:45 yesss please do back number reaction videos, their song is so good and it&#39;s so relatable😭🔥 | Sentiment: positive
839: 822: most of these songs suck and no this is not better than american top 100 not even close stop glazing for views | Sentiment: None
840: 823: the heck this top is my whole playlist | Sentiment: None
841: 824: 7:50 do it!! | Sentiment: None
842: 825: brazilian songs are trash too, nowadays 😂 | Sentiment: negative
843: 826: peak video | Sentiment: None
844: 827: wow, official hige dandism is bigger than i realized! i figured kenshi would have the most songs. | Sentiment: None
845: 828: sad to see no &quot;kiseki (キセキ) by gre4n boyz in here. still a list with such a huge amount of bangers. | Sentiment: None
846: 829: i was surprised inferno was so high up! i figured when we saw mrs. green apple earlier that that would be about where inferno would&#39;ve been. i am happy it was so high on the list. | Sentiment: positive
847: 830: 絶対one ok rockは他の曲リアクションした方がいいぞマジでかっけええから他の曲とかアーティストを馬鹿にしたいわけじゃないけどアニメの主題歌とか流行りの曲ばっかリアクションしてるのは正直勿体無い | Sentiment: positive
848: 831: it’s really sad for u that u think some anime really can beat this iconic tokyo drift ost, tf u on monkey??!! | Sentiment: positive
849: 832: vid so good it made my day brighter | Sentiment: positive
850: 833: yoasobi owns the list ngl | Sentiment: None
851: 834: 33:03 they love lemons😂😂 | Sentiment: positive
852: 835: you definitely need to check out back number. they only make bangers. one of my favourite bans. | Sentiment: negative
853: 836: go watch to 100 song country europe (uk, france, germany, spanish, italy, ukrain) | Sentiment: None
854: 837: i really want him to be blown away by mrs green apple with soranji and heaven | Sentiment: negative
855: 838: i’m on a 40 day streak with my japanese. you really just have to start. | Sentiment: positive
856: 839: 日本人の俺より知ってる曲多すぎでしょ。 | Sentiment: negative
857: 840: tbf, if you were japanese you probably wouldn&#39;t be as loud and entertaining 😂 | Sentiment: None
858: 841: back number, mr children, one ok rock, hige dan, kana nishino, ikimono gakari and kiroro are my all time japanese band/singers | Sentiment: positive
859: 842: kizaru song the best | Sentiment: negative
860: 843: why would you hate your own country lol | Sentiment: None
861: 844: i hope specialz is in thereedit: yeeeeesss | Sentiment: negative
862: 845: ナイスリアクション✨😁 | Sentiment: negative
863: 846: because of back number that i clicked like in this videothe oral cigarettes too | Sentiment: positive
864: 847: can your provide link of the video? | Sentiment: None
865: 848: nick, you don&#39;t have to learn the language to be able to sing along. after listening to the songs a few times, we can easily sing along | Sentiment: None
866: 849: ppap is peak | Sentiment: None
867: 850: it&#39;s not top 100 now.. it&#39;s ever | Sentiment: None
868: 851: nick, please continue the bleach tybw reaction, even if it was a full reaction without the scene and sound. | Sentiment: None
869: 852: 6:47 &quot;hai yorokonde&quot; by kocchi no kento is a fantastic bop and i&#39;d love to see your reaction to it! it was quite the trend to do the chorus dance in japan as well! the description of the song provides a decent idea of what the song is about as well and it&#39;s quite the relatable one! | Sentiment: None
870: 853: what’s your favorite japanese song? | Sentiment: positive
871: 854: 68 by yorushika,you must react all off them song | Sentiment: negative
872: 855: ppap was huge | Sentiment: negative
873: 856: holy shit!!! idol is not in first place!!! | Sentiment: negative
874: 857: bro you know one ok rock ????? | Sentiment: positive
875: 858: oneokrock🔥🔥🔥🔥 | Sentiment: negative
876: 859: b4 came out like a year ago and it’s at 9th place..? | Sentiment: positive
877: 860: maid ✨akane 😆🥁🫶✨✨✨ | Sentiment: negative
878: 861: masaki suda is an actor and singer. he is a popular actor who can play anything from serious roles to comedy and action roles. he plays the role of shinpachi in the live-action movie &quot;gintama.&quot; in his private life, he is known for his love of the yu-gi-oh card game. | Sentiment: None
879: 862: lest go babymetal | Sentiment: negative
880: 863: wow im early | Sentiment: None
881: 864: 8:38 damn ilove mrs green apple | Sentiment: None
882: 865: suda masaki (菅田將暉) is one of the famous star in japan right now, including acting and singing. and actually the actress in the mv of vaundy&#39;s odoriko (踊り子) is his wife. | Sentiment: None
883: 866: casually waiting for the naruto mobile cinematics reaction: | Sentiment: None
884: 867: nick so based for loving one ok rock! not many people who watch anime know anything about them, they&#39;re seriously one of the biggest and at the same time most underrated band of all time!!! | Sentiment: positive
885: 868: ppap | Sentiment: negative
886: 869: please do babymetal reaction nick! all of their music videos from theirvare literally babies | Sentiment: None
887: 870: nice video, nicholas | Sentiment: None
888: 871: i was watching your boruto ep -17-18 but i accidentally clicked off of it and it vanished 😭🙏 | Sentiment: negative
889: 872: 🥸 | Sentiment: negative
890: 873: peak song 😌💗🎶 | Sentiment: positive
891: 874: いいね | Sentiment: negative
892: 875: japan city pop of 80s it’s just another level of vibebut in this top i heard just only one song of this style😢 wtf | Sentiment: None
893: 876: sukidakara was my favorite among them :&gt; that&#39;s the first song played on this video. | Sentiment: negative
894: 877: first time this early | Sentiment: negative
895: 878: wheres evangelion bro 😭 | Sentiment: negative
896: 879: thank you!! nick! | Sentiment: None
897: 880: | Sentiment: negative
898: 881: so early | Sentiment: None
899: 882: nice | Sentiment: None
900: 883: i can’t believe you’ve never heard of ppap 😭 back in the days it was all over like gangnam style was. | Sentiment: negative
901: 884: that&#39;s fire | Sentiment: positive
